name,cuisines,aggregate_rating,rating_text,votes,currency,average_cost_for_two,price_range,locality,city,latitude,longitude,has_online_delivery,is_delivering_now,has_table_booking
The Fireman's Arms,"Finger Food, British, European",3.6,Good,100,R,0,1,Green Point,Cape Town,-33.9166778047,18.4208539501,0,0,0
La Parada,"Spanish, Tapas",3.7,Good,287,R,360,4,CBD,Cape Town,-33.9215433321,18.4178931266,0,0,0
Hudsons The Burger Joint,"Burger, Finger Food",3.7,Good,439,R,350,4,Green Point,Cape Town,-33.9091051916,18.4126758948,0,0,0
Foresters Arms,"Pizza, Grill",3.7,Good,238,R,300,4,Newlands,Cape Town,-33.9716100000,18.4540910000,0,0,0
The Fat Cactus,"Mexican, Finger Food",3.7,Good,174,R,350,4,Mowbray,Cape Town,-33.9493333333,18.4795000000,0,0,0
Beefcakes,"American, Burger",3.7,Good,100,R,300,4,Green Point,Cape Town,-33.9142496669,18.4177717566,0,0,0
Pirates Steakhouse & Pub,"Steak, Grill",3.7,Good,65,R,350,4,Plumstead,Cape Town,-34.0211666667,18.4675000000,0,0,0
The Slug & Lettuce,"Finger Food, Burger, Steak, Grill",3.7,Good,41,R,300,4,Gardens,Cape Town,-33.9321666667,18.4086666667,0,0,0
Jack Black Brewing Company,"Burger, Deli",3.7,Good,26,R,180,2,Diep River,Cape Town,-34.0396486128,18.4797971010,0,0,0
Vasco da Gama,"Portuguese, Steak, Seafood",3.8,Good,87,R,250,3,Green Point,Cape Town,-33.9154839163,18.4189522639,0,0,0
Rick's Cafe Americain,"Moroccan, Grill, Seafood, Burger, Finger Food",3.9,Good,267,R,320,4,Gardens,Cape Town,-33.9283720000,18.4104810000,0,0,0
Bombay Bicycle Club,"Mediterranean, Steak, Finger Food",3.9,Good,277,R,450,4,Gardens,Cape Town,-33.9366260000,18.4047380000,0,0,0
Beerhouse on Long,"Grill, German",3.9,Good,301,R,300,4,CBD,Cape Town,-33.9255116695,18.4159361199,0,0,0
Bloemendal Restaurant,"Grill, Cape Malay",2.2,Poor,58,R,550,4,"Bloemendal Wine Farm, Durbanville",Cape Town,-33.8289638889,18.5985083333,0,0,0
San Marco,Italian,2.4,Poor,115,R,420,4,"Victoria Wharf, V & A Waterfront",Cape Town,-33.9043333333,18.4205000000,0,0,0
Mezbaan - Hilton Cape Town City Centre,"Indian, Burger, Cape Malay, Grill, Healthy Food, Seafood, South African",2.5,Average,15,R,500,4,"Hilton Cape Town, CBD",Cape Town,-33.9215903501,18.4158982337,0,0,0
On the Square,"European, African",2.6,Average,6,R,450,4,Foreshore,Cape Town,-33.9187269357,18.4256108478,0,0,0
Poplars Restaurant,"European, Contemporary",2.6,Average,116,R,560,4,Durbanville,Cape Town,-33.8408800000,18.6093040000,0,0,0
Bukhara,Indian,2.7,Average,40,R,601,4,Stellenbosch,Cape Town,-33.9388250000,18.8602660000,0,0,0
Sinatra Restaurant - Pepper Club Hotel,"Italian, Beverages, Burger, Contemporary, European, Grill, Seafood, Tapas",2.7,Average,13,R,470,4,CBD,Cape Town,-33.9248631828,18.4156571701,0,0,0
Quay 4 Upstairs,"Seafood, Burger, South African, Sushi, Grill, African, Fish and Chips, Steak",2.8,Average,90,R,400,4,V & A Waterfront,Cape Town,-33.9052170000,18.4192300000,0,0,0
Stella Café and Bar - The Cullinan,"South African, Steak",2.8,Average,12,R,235,3,Foreshore,Cape Town,-33.9158152909,18.4248514473,0,0,0
Louis B's & Terrace - The Westin Cape Town,Grill,2.7,Average,6,R,400,4,"The Westin, Foreshore",Cape Town,-33.9157357166,18.4260933101,0,0,0
The George Restaurant - Romney Park Hotel,"European, Continental",2.8,Average,4,R,530,4,Green Point,Cape Town,-33.9097870000,18.4022410000,0,0,0
Clipper - Commodore Hotel,"Italian, Asian",2.9,Average,5,R,630,4,V & A Waterfront,Cape Town,-33.9051700000,18.4181520000,0,0,0
D'vine Restaurant,"African, Mediterranean",2.9,Average,4,R,450,4,Somerset West,Cape Town,-34.0784070000,18.8770100000,0,0,0
Jamani Restaurant,South African,3.0,Average,5,R,450,4,Hermanus,Cape Town,-34.3172090000,19.1347100000,0,0,0
Rockafellas - The Rockwell Hotel,"Mediterranean, American",3.0,Average,4,R,380,4,Green Point,Cape Town,-33.9147983481,18.4192389250,0,0,0
Old Dalby Restaurant,"Steak, Grill, Seafood",3.0,Average,4,R,450,4,Riebeek Kasteel,Cape Town,-33.3500630000,18.8692050000,0,0,0
North Wharf Restaurant - Protea Hotel,"American, African, Italian",3.0,Average,4,R,450,4,Foreshore,Cape Town,-33.9168210925,18.4235965088,0,0,0
Raleigh's Cigar Bar - The Westin Cape Town,Drinks Only,3.0,Average,1,R,0,1,"The Westin, Foreshore",Cape Town,-33.9156561422,18.4260168672,0,0,0
Decameron,"Italian, Pizza",3.1,Average,27,R,350,4,Stellenbosch,Cape Town,-33.9367529902,18.8633681461,0,0,0
Bistro At The Bay - The Bay Hotel,"South African, Contemporary, Cafe",3.1,Average,6,R,500,4,"The Bay Hotel, Camps Bay",Cape Town,-33.9524800000,18.3781870000,0,0,0
La Vigna - NH The Lord Charles,"Seafood, Burger, Beverages, Contemporary, Desserts, Grill, Fish and Chips, Pizza",3.1,Average,6,R,450,4,NH The Lord Charles Hotel,Cape Town,-34.0665700000,18.8245340000,0,0,0
The Garden Terrace - NH The Lord Charles,"European, Contemporary, Italian",3.1,Average,4,R,460,4,NH The Lord Charles Hotel,Cape Town,-34.0665700000,18.8245340000,0,0,0
Moody Lagoon,"Contemporary, French",3.1,Average,4,R,800,4,Hermanus,Cape Town,-34.3457140000,19.1350220000,0,0,0
The Pavilion at The Marine,European,3.1,Average,5,R,500,4,"The Marine Hotel, Hermanus",Cape Town,-34.4177360000,19.2447840000,0,0,0
Bukhara,Indian,3.2,Average,140,R,601,4,"Victoria Wharf, V & A Waterfront",Cape Town,-33.9035220000,18.4204590000,0,0,0
The Restaurant At Neethlingshof,"Continental, European, Grill",3.2,Average,21,R,420,4,Stellenbosch,Cape Town,-33.9420000000,18.8015000000,0,0,0
Peach Tree - The Cullinan,Continental,3.2,Average,19,R,500,4,"The Cullinan, Foreshore",Cape Town,-33.9158189079,18.4248135611,0,0,0
Dish,"Italian, Mediterranean",3.2,Average,7,R,350,4,Franschhoek,Cape Town,-33.9226694444,19.1174222222,0,0,0
FABER,Tapas,3.2,Average,7,R,800,4,"Avondale Wines, Paarl",Cape Town,-33.7648740000,19.0009450000,0,0,0
The Union Bar - The Table Bay Hotel,European,3.2,Average,5,R,450,4,"The Table Bay Hotel, V & A Waterfront",Cape Town,-33.9028890000,18.4223660000,0,0,0
Seventeen07 - Erinvale Estate Hotel,South African,3.2,Average,4,R,489,4,"Erinvale Estate Hotel & Spa, Somerset West",Cape Town,-34.0757700000,18.8818440000,0,0,0
Riempies - Southern Sun Cape Sun,"European, Cape Malay",3.2,Average,7,R,519,4,CBD,Cape Town,-33.9217556084,18.4218949825,0,0,0
The Cafe Grill - 12 Apostles Hotel & Spa,"Grill, Seafood",3.2,Average,7,R,565,4,"12 Apostles Hotel & Spa, Camps Bay",Cape Town,-33.9834960000,18.3586150000,0,0,0
The Dining Room,South African,3.2,Average,13,R,680,4,Woodstock,Cape Town,-33.9280850000,18.4432090000,0,0,0
Yizani - Southern Sun,African,3.2,Average,5,R,470,4,Foreshore,Cape Town,-33.9158170000,18.4235040000,0,0,0
The Famous Butcher's Grill - Cape Town Lodge,Steak,3.3,Average,52,R,498,4,CBD,Cape Town,-33.9223187082,18.4155760333,0,0,0
Duchess of Wisbeach,"Continental, Mediterranean",3.3,Average,58,R,400,4,Sea Point,Cape Town,-33.9107920000,18.3913750000,0,0,0
Bukhara,Indian,3.3,Average,55,R,601,4,"Grandwest Casino, Goodwood",Cape Town,-33.9184459308,18.5483540967,0,0,0
Paulina's,"European, African",3.3,Average,14,R,400,4,Franschhoek,Cape Town,-33.8991750000,19.0914805556,0,0,0
Jardine Restaurant,International,3.3,Average,9,R,550,4,Stellenbosch,Cape Town,-33.9385630000,18.8611640000,0,0,0
Harvest At Laborie,French,3.3,Average,18,R,510,4,Paarl,Cape Town,-33.7663944444,18.9579583333,0,0,0
Spier Hotel Restaurant,"Mediterranean, Contemporary",3.3,Average,24,R,535,4,"Spier Wine Estate, Stellenbosch",Cape Town,-33.9760000000,18.7805000000,0,0,0
Restaurant at La Residence,"South African, French",3.3,Average,6,R,700,4,Franschhoek,Cape Town,-33.8978070000,19.1229520000,0,0,0
Haiku,"Japanese, Seafood, Sushi",3.3,Average,12,R,550,4,"Victoria Wharf, V & A Waterfront",Cape Town,-33.9039320000,18.4209380000,0,0,0
Reuben's at the Robertson,South African,3.3,Average,8,R,550,4,Robertson,Cape Town,-33.8004860000,19.8798290000,0,0,0
The Newlands Cafe - Southern Sun Newlands,"Cafe, Grill, African",3.3,Average,8,R,350,4,"Southern Sun Newlands, Newlands",Cape Town,-33.9753110000,18.4646830000,0,0,0
Splash Cafe - Vineyard Hotel,"Mediterranean, African",3.3,Average,10,R,350,4,"Vineyard Hotel & Spa, Newlands",Cape Town,-33.9782850000,18.4599970000,0,0,0
Thirty7 - The Westin Cape Town,"Continental, Mediterranean, French",3.3,Average,10,R,450,4,"The Westin, Foreshore",Cape Town,-33.9157412813,18.4260983393,0,0,0
La Perla,"Italian, Seafood",3.4,Average,125,R,400,4,Sea Point,Cape Town,-33.9186666667,18.3856666667,0,0,0
Moyo,African,3.4,Average,83,R,561,4,Newlands,Cape Town,-33.9886690000,18.4334890000,0,0,0
The Restaurant at Grande Provence,"Mediterranean, European",3.4,Average,23,R,700,4,Franschhoek,Cape Town,-33.9044111111,19.1026388889,0,0,0
2 On Milner - The Cape Milner,"Continental, European, African",3.4,Average,16,R,450,4,Tamboerskloof,Cape Town,-33.9281520000,18.4095150000,0,0,0
Bosman's,"European, South African",3.4,Average,14,R,970,4,Paarl,Cape Town,-33.7518710000,18.9609640000,0,0,0
Pure Restaurant,"Mediterranean, Grill, Italian, American",3.4,Average,23,R,465,4,Hout Bay,Cape Town,-34.0431830000,18.3605810000,0,0,0
Seelan,"Seafood, Mediterranean, Grill",3.5,Good,132,R,400,4,V & A Waterfront,Cape Town,-33.9034560000,18.4206220000,0,0,0
Reuben's - One&Only,"African, Seafood",3.5,Good,103,R,700,4,"One and Only Hotel, V & A Waterfront",Cape Town,-33.9086020000,18.4164570000,0,0,1
Bukhara,Indian,3.5,Good,136,R,601,4,CBD,Cape Town,-33.9232949430,18.4190045670,0,0,0
CinCin - Colosseum Luxury Hotel,"African, Grill, Seafood",3.5,Good,33,R,465,4,Century City,Cape Town,-33.8935760000,18.5057420000,0,0,0
Franschhoek Kitchen,African,3.5,Good,24,R,420,4,Franschhoek,Cape Town,-33.9376805556,19.1144138889,0,0,0
Terrace Restaurant- Lanzerac Wine Estate,"Mediterranean, Seafood, African",3.5,Good,20,R,450,4,"Lanzerac Wine Estate, Stellenbosch",Cape Town,-33.9381190392,18.8941585645,0,0,0
Moyo,African,3.6,Good,175,R,574,4,Blouberg,Cape Town,-33.7925140000,18.4583280000,0,0,0
Den Anker,Belgian,3.6,Good,126,R,500,4,V & A Waterfront,Cape Town,-33.9060000000,18.4211666667,0,0,0
Eighty-Ate Restaurant,"European, Contemporary, Mediterranean",3.6,Good,93,R,495,4,Gardens,Cape Town,-33.9283140000,18.4146890000,0,0,0
Karibu,"Steak, African, Cape Malay",3.6,Good,107,R,550,4,V & A Waterfront,Cape Town,-33.9035220000,18.4204590000,0,0,0
Chapmans Peak Restaurant,"African, Seafood, Portuguese",3.6,Good,99,R,400,4,"Chapmans Peak Beach Hotel, Hout Bay",Cape Town,-34.0472120000,18.3615360000,0,0,0
Wang Thai - Lagoon Beach Hotel,"Sushi, Thai, Seafood",3.6,Good,102,R,450,4,"Lagoon Beach Hotel, Milnerton",Cape Town,-33.8920600000,18.4832250000,0,0,0
Sansibar,"American, European",3.6,Good,21,R,300,4,"Asara Wine Estate, Stellenbosch",Cape Town,-33.9435000000,18.8085000000,0,0,0
The Governors Hall Restaurant - Lanzerac Wine Estate,"Mediterranean, Seafood, African",3.6,Good,18,R,450,4,"Lanzerac Wine Estate, Stellenbosch",Cape Town,-33.9375600000,18.8932770000,0,0,0
95 at Parks,"Italian, Grill",3.6,Good,38,R,500,4,Constantia,Cape Town,-34.0135360000,18.4581070000,0,0,0
Liberty's - Double Tree by Hilton,"Burger, European, Asian, Contemporary, Desserts, Grill, Mediterranean, Seafood",3.6,Good,21,R,469,4,"Double Tree by Hilton, Woodstock",Cape Town,-33.9356625831,18.4575720504,0,0,0
The Restaurant at Newton Johnson,"French, Contemporary",3.6,Good,25,R,450,4,Hermanus,Cape Town,-34.3677180000,19.2596270000,0,0,0
The Country Kitchen at Mont Rochelle,"South African, Contemporary",3.6,Good,17,R,600,4,Franschhoek,Cape Town,-33.9187227105,19.1090109946,0,0,0
The Red Table at Nederburg,European,3.5,Good,22,R,480,4,"Nederburg Wines, Paarl",Cape Town,-33.7210194444,19.0021444444,0,0,0
Quentin at Oakhurst,"Contemporary, South African",3.6,Good,20,R,550,4,Hout Bay,Cape Town,-34.0193810000,18.3764300000,0,0,0
Shimmy Beach Club,"Seafood, Grill, Pizza",3.7,Good,284,R,450,4,V & A Waterfront,Cape Town,-33.9038030000,18.4294340000,0,0,0
Open Door,Contemporary,3.7,Good,67,R,450,4,Constantia,Cape Town,-34.0478950000,18.4241520000,0,0,0
95 Keerom,"Steak, Grill, Italian",3.7,Good,97,R,520,4,CBD,Cape Town,-33.9264770181,18.4158677235,0,0,0
Bertus Basson at Spice Route,South African,3.7,Good,60,R,450,4,"Spice Route Farm, Paarl",Cape Town,-33.7608640000,18.9167030000,0,0,0
Garden Lounge - Vineyard Hotel,European,3.7,Good,54,R,350,4,"Vineyard Hotel & Spa, Newlands",Cape Town,-33.9782850000,18.4599970000,0,0,0
Live Bait,"Seafood, Sushi, European",3.7,Good,76,R,500,4,"Kalk Bay, Bay Area",Cape Town,-34.1320440000,18.4464470000,0,0,0
Glen Carlou,"European, Contemporary, French",3.7,Good,30,R,580,4,Paarl,Cape Town,-33.8123550000,18.9035230000,0,0,0
Savour - African Pride 15 on Orange Hotel,"Asian, Mediterranean",3.7,Good,33,R,500,4,"African Pride 15 on Orange Hotel, CBD",Cape Town,-33.9284080000,18.4142040000,0,0,0
Indochine Restaurant,"Thai, Asian",3.7,Good,26,R,500,4,"Delaire Graff  Estate, Stellenbosch",Cape Town,-33.9216400000,18.9233430000,0,0,0
The Granary Cafe,"International, French",3.7,Good,25,R,500,4,"The Silo Hotel, V&A Waterfront",Cape Town,-33.9085830000,18.4227140000,0,0,0
Blanko,Italian,3.7,Good,24,R,500,4,"Alphen 5 Star Boutique Hotel, Constantia",Cape Town,-34.0108040000,18.4514790000,0,0,0
Racine,African,3.7,Good,26,R,350,4,Franschhoek,Cape Town,-33.8992805556,19.1278055556,0,0,0
Fire & Ice! Restaurant,"American, Italian, Seafood, African",3.8,Good,195,R,555,4,Gardens,Cape Town,-33.9264720000,18.4115240000,0,0,0
Pepenero,"Seafood, Italian",3.8,Good,171,R,500,4,Two Oceans Beach,Cape Town,-33.8999754809,18.4056733176,0,0,0
Belthazar,"Grill, Steak, Seafood",3.8,Good,142,R,550,4,"Victoria Wharf, V & A Waterfront",Cape Town,-33.9043333333,18.4205000000,0,0,0
Simon's Restaurant,Contemporary,3.8,Good,136,R,380,4,"Groot Constantia Wine Estate, Constantia",Cape Town,-34.0312120000,18.4174760000,0,0,0
Reuben's,"South African, Seafood",3.8,Good,99,R,500,4,Franschhoek,Cape Town,-33.9120055556,19.1208000000,0,0,0
Greek Fisherman,"Greek, Seafood",3.8,Good,134,R,460,4,"Victoria Wharf, V & A Waterfront",Cape Town,-33.9035220000,18.4204590000,0,0,0
Paranga,"Seafood, African, Sushi",3.8,Good,137,R,650,4,"The Promenade, Camps Bay",Cape Town,-33.9526666667,18.3773333333,0,0,0
La Belle Bistro & Bakery,"South African, Cafe",3.8,Good,94,R,545,4,"Alphen 5 Star Boutique Hotel, Constantia",Cape Town,-34.0117070000,18.4513610000,0,0,0
Cassia,"European, Contemporary",3.8,Good,121,R,545,4,"Nitida Wine Farm, Durbanville",Cape Town,-33.8347444444,18.5937055556,0,0,0
Zenzero,"Italian, Seafood",3.8,Good,125,R,550,4,"The Promenade, Camps Bay",Cape Town,-33.9536666667,18.3776666667,0,0,0
The Roundhouse,"European, African",3.8,Good,69,R,1500,4,Camps Bay,Cape Town,-33.9436010000,18.3849380000,0,0,0
Catharina's Restaurant - Steenberg Hotel,European,3.8,Good,67,R,550,4,"Steenberg Hotel, Constantia",Cape Town,-34.0713910000,18.4252310000,0,0,0
Arugula Bistro & Bread,"French, Italian, Mediterranean",3.8,Good,84,R,350,4,Bellville,Cape Town,-33.8741922464,18.6182346940,0,0,0
French Connection Bistro,"French, Grill, Burger, European, Steak",3.8,Good,56,R,464,4,Franschhoek,Cape Town,-33.9102650000,19.1188960000,0,0,0
Mugg & Bean,Cafe,1.9,Poor,74,R,350,4,Cape Town International Airport,Cape Town,-33.9701370000,18.5975150000,0,0,0
La Rocca,Cafe,2.3,Poor,115,R,360,4,"Canal Walk Mall, Century City",Cape Town,-33.8940860000,18.5099230000,0,0,0
Mugg & Bean,Cafe,2.2,Poor,22,R,350,4,"Capegate Shopping Center, Brackenfell",Cape Town,-33.8520909030,18.6972860992,0,0,0
PRIMI Cafe,Cafe,2.2,Poor,19,R,180,2,Cape Town International Airport,Cape Town,-33.9699340000,18.5971430000,0,0,0
Charly's Bakery,"Cafe, Desserts, Bakery",2.3,Poor,297,R,130,2,CBD,Cape Town,-33.9282913987,18.4245366231,0,0,0
Mugg & Bean,Cafe,2.3,Poor,107,R,350,4,"Canal Walk Mall, Century City",Cape Town,-33.8936666667,18.5106666667,0,0,0
Tribakery,Cafe,2.3,Poor,34,R,200,3,V & A Waterfront,Cape Town,-33.9063333333,18.4218333333,0,0,0
Fabio's,"Cafe, Desserts",2.3,Poor,25,R,150,2,Stellenbosch,Cape Town,-33.9381574251,18.8612200320,0,0,0
Nino's,"Cafe, Italian",2.3,Poor,12,R,350,4,Kenilworth,Cape Town,-33.9878670000,18.4891050000,0,0,0
Sacred Ground,Cafe,2.4,Poor,45,R,260,3,Franschhoek,Cape Town,-33.9111186108,19.1195942089,0,0,0
Cafe Rousse,Cafe,2.4,Poor,45,R,450,4,Bellville,Cape Town,-33.8881988281,18.6339091882,0,0,0
The Rusty Oak Bistro,"Cafe, South African",2.4,Poor,31,R,350,4,Durbanville,Cape Town,-33.8290970000,18.6642790000,0,0,0
Nino's,"Cafe, Italian",2.4,Poor,29,R,350,4,Rondebosch,Cape Town,-33.9525000000,18.4881666667,0,0,0
The Beachcomber Bistro,"Cafe, Burger, Pizza",2.4,Poor,28,R,120,2,"Bayside on Fish Hoek Beach, Fish Hoek",Cape Town,-34.1410980000,18.4319360000,0,0,0
Melissa's The Food Shop,Cafe,2.4,Poor,31,R,250,3,Constantia,Cape Town,-34.0213460000,18.4428450000,0,0,0
Fego Caffe,Cafe,2.4,Poor,13,R,250,3,Brackenfell,Cape Town,-33.8523526358,18.6973591894,0,0,0
Green Leaf Cafè,Cafe,2.4,Poor,9,R,150,2,Bellville,Cape Town,-33.8727085347,18.6625069007,0,0,0
Cafe Bagaso,"Cafe, Pizza",2.5,Average,29,R,180,2,"Tygervalley Shopping Centre, Bellvile",Cape Town,-33.8774649505,18.6627382413,0,0,0
Melissa's The Food Shop,Cafe,2.5,Average,58,R,250,3,Table View,Cape Town,-33.8224270000,18.4782680000,0,0,0
Melissa's The Food Shop,Cafe,2.5,Average,18,R,250,3,Bellville,Cape Town,-33.8756394668,18.6328517273,0,0,0
Arts Cafe,Cafe,2.5,Average,13,R,180,2,Foreshore,Cape Town,-33.9199038073,18.4296365082,0,0,0
Mugg & Bean,Cafe,2.6,Average,13,R,350,4,"Waterstone Village, Somerset West",Cape Town,-34.0697780000,18.8226470000,0,0,0
Exclusive Books Café,Cafe,2.5,Average,10,R,150,2,Century City,Cape Town,-33.8923200000,18.5116140000,0,0,0
Cafe Sofia,Cafe,2.5,Average,9,R,200,3,Sea Point,Cape Town,-33.9096666667,18.3950000000,0,0,0
Mugg & Bean,Cafe,2.6,Average,80,R,350,4,"Cavendish Square, Claremont",Cape Town,-33.9809450000,18.4627280000,0,0,0
Limnos Bakers,"Cafe, Bakery, Desserts",2.7,Average,25,R,150,2,Green Point,Cape Town,-33.9136419956,18.4176141769,0,0,0
Mugg & Bean,Cafe,2.6,Average,25,R,350,4,"N1 City Mall, Goodwood",Cape Town,-33.8918756584,18.5599003360,0,0,0
Timeless Cafe,Cafe,2.6,Average,16,R,200,3,Strand,Cape Town,-34.1134480000,18.8223070000,0,0,0
Food Lovers Market Cafe,Cafe,2.6,Average,16,R,160,2,Tokai,Cape Town,-34.0638333333,18.4550000000,0,0,0
Wimpy,"Cafe, South African, Burger, Fast Food",2.6,Average,12,R,200,3,"Tygervalley Shopping Centre, Bellvile",Cape Town,-33.8881988281,18.6339091882,0,0,0
The Coffee Shop,Cafe,2.6,Average,7,R,200,3,"Grandwest Casino, Goodwood",Cape Town,-33.9173424909,18.5481683537,0,0,0
Limnos Bakers,"Cafe, Bakery, Desserts",2.7,Average,46,R,150,2,Claremont,Cape Town,-33.9797650000,18.4639960000,0,0,0
The Street Kitchen,"Cafe, Street Food, Burger",2.7,Average,18,R,180,2,Durbanville,Cape Town,-33.8304553585,18.6490432173,0,0,0
Ginja,Cafe,2.7,Average,15,R,400,4,V & A Waterfront,Cape Town,-33.9059850000,18.4201000000,0,0,0
Oppiekoffie,Cafe,2.7,Average,30,R,250,3,"Glengarry Shopping Center, Brackenfell",Cape Town,-33.8566569115,18.6696315184,0,0,0
Wimpy,"Cafe, South African, Burger, Fast Food",2.7,Average,5,R,200,3,Kenilworth,Cape Town,-33.9898953447,18.4842124209,0,0,0
Social Bean Cafe,Cafe,2.7,Average,25,R,180,2,"Riverside Mall, Rondebosch",Cape Town,-33.9618600000,18.4701420000,0,0,0
The Pink Olive Restaurant,Cafe,2.7,Average,7,R,200,3,Sunningdale,Cape Town,-33.8043290000,18.4865290000,0,0,0
Java Bistro,"Burger, Cafe",2.7,Average,16,R,220,3,"The Sanctuary Shopping Centre, Somerset West",Cape Town,-34.0894870000,18.8197540000,0,0,0
Limnos Bakers,"Cafe, Bakery, Desserts",2.7,Average,19,R,150,2,Brackenfell,Cape Town,-33.8521426928,18.6971851811,0,0,0
Mugg & Bean,Cafe,2.7,Average,12,R,350,4,"Palm Grove Center, Durbanville",Cape Town,-33.8337120000,18.6476780000,0,0,0
Woolworths Cafe,Cafe,2.7,Average,16,R,230,3,"Blue Route Mall, Tokai",Cape Town,-34.0639880000,18.4543830000,0,0,0
Bakoven,"Cafe, Fast Food",2.7,Average,13,R,160,2,De Waterkant,Cape Town,-33.9198281319,18.4230513498,0,0,0
The Kitchen Cafe,Cafe,2.7,Average,6,R,150,2,Claremont,Cape Town,-33.9773333333,18.4653333333,0,0,0
Savannah Cafe,"Cafe, Desserts",2.7,Average,16,R,200,3,Hermanus,Cape Town,-34.4175970000,19.2435290000,0,0,0
Food Lovers Market Cafe,Cafe,2.7,Average,5,R,150,2,Parklands,Cape Town,-33.8015684286,18.4945402667,0,0,0
Pulp Kitchen & Deli,"Cafe, Deli",2.8,Average,63,R,220,3,Gardens,Cape Town,-33.9343333333,18.4176666667,0,0,0
Limnos Bakers,"Cafe, Bakery, Desserts",2.8,Average,30,R,150,2,Bellville,Cape Town,-33.8829269717,18.6351704970,0,0,0
The Daily Coffee Café,Cafe,2.8,Average,16,R,170,2,"Okavango Crossing Shopping Centre, Durbanville",Cape Town,-33.8394360000,18.6954410000,0,0,0
Julian's,Cafe,2.8,Average,25,R,200,3,"Eikestad Mall, Stellenbosch",Cape Town,-33.9353400000,18.8602630000,0,0,0
The Village Tart,"Cafe, Desserts",2.8,Average,11,R,180,2,Franschhoek,Cape Town,-33.9090180000,19.1177920000,0,0,0
Wimpy,"Cafe, South African, Burger, Fast Food",2.8,Average,11,R,200,3,"Capegate Shopping Center, Brackenfell",Cape Town,-33.8527697360,18.6972317845,0,0,0
Mugg & Bean,Cafe,2.8,Average,20,R,350,4,Stellenbosch,Cape Town,-33.9383580000,18.8594710000,0,0,0
Nitro House,"Cafe, South African",2.8,Average,6,R,250,3,CBD,Cape Town,-33.9226990000,18.4162850000,0,0,0
Vida E Caffe,"Cafe, Desserts",2.8,Average,4,R,150,2,De Waterkant,Cape Town,-33.9199780916,18.4237939864,0,0,0
La Bella Rosa Bistro & Coffee,"Cafe, Burger, Bakery",2.8,Average,4,R,160,2,Durbanville,Cape Town,0.0000000000,0.0000000000,0,0,0
Cafe Lacomia,Cafe,2.8,Average,8,R,200,3,Lakeside,Cape Town,-34.0730000000,18.4578333333,0,0,0
Vetkoek Paleis,"Cafe, South African",2.8,Average,7,R,120,2,Strand,Cape Town,-34.1135030000,18.8415140000,0,0,0
God's Army,Cafe,2.8,Average,8,R,140,2,CBD,Cape Town,-33.9215836730,18.4175759554,0,0,0
Tea In The Park,Cafe,2.8,Average,10,R,160,2,Green Point,Cape Town,-33.9046466179,18.4006783739,0,0,0
Coffee Zone,Cafe,2.8,Average,6,R,120,2,CBD,Cape Town,-33.9256285135,18.4219865128,0,0,0
Frater House,Cafe,2.8,Average,4,R,20,1,CBD,Cape Town,-33.9252338000,18.4150416000,0,0,0
Wimpy,"Cafe, South African, Burger, Fast Food",2.8,Average,7,R,200,3,"Glengarry Shopping Center, Brackenfell",Cape Town,-33.8565483258,18.6698041856,0,0,0
Mugg & Bean,Cafe,2.8,Average,8,R,350,4,"Zevenwacht Mall, Kuilsriver",Cape Town,-33.9483400000,18.6970300000,0,0,0
Soet Treat Eatery,Cafe,2.8,Average,5,R,220,3,Bellville,Cape Town,-33.8682216114,18.6403997988,0,0,0
Wimpy,"Cafe, South African, Burger, Fast Food",2.8,Average,6,R,200,3,Fairbridge Mall,Cape Town,-33.8837475112,18.6815458909,0,0,0
Food Lovers Market Cafe,Cafe,2.8,Average,7,R,160,2,"Willowbridge Lifestyle Centre, Bellvile",Cape Town,-33.8673413472,18.6325885355,0,0,0
Torrador,Cafe,2.8,Average,4,R,100,2,Gardens,Cape Town,-33.9327940000,18.4214920000,0,0,0
Nutmeg Farmstall,Cafe,2.8,Average,4,R,120,2,Hout Bay,Cape Town,-34.0297930000,18.3525370000,0,0,0
Advocado,Cafe,2.8,Average,3,R,200,3,CBD,Cape Town,-33.9257584326,18.4167907387,0,0,0
Wimpy,"Cafe, South African, Burger, Fast Food",2.8,Average,4,R,200,3,"Zevenwacht Mall, Kuilsriver",Cape Town,-33.9483400000,18.6970300000,0,0,0
Illy Cafe,"Cafe, Pizza",2.8,Average,2,R,150,2,"Tygervalley Shopping Centre, Bellvile",Cape Town,-33.8775170032,18.6624676734,0,0,0
Rubix Cube,"Cafe, Fast Food",2.8,Average,1,R,100,2,Sea Point,Cape Town,-33.9091666667,18.3960000000,0,0,0
Limnos Bakers,"Cafe, Bakery, Desserts",2.9,Average,53,R,150,2,"Canal Walk Mall, Century City",Cape Town,-33.8933333333,18.5108333333,0,0,0
Bootlegger Coffee Company,Cafe,2.9,Average,27,R,150,2,Sea Point,Cape Town,-33.9208910000,18.3831930000,0,0,0
Katjiepiering,"Cafe, Sandwich, Salad, Coffee and Tea",2.9,Average,7,R,250,3,Stellenbosch,Cape Town,-33.9360909590,18.8659474254,0,0,0
Geno's,"Cafe, Italian",2.9,Average,15,R,180,2,"Cobble Walk Center, Durbanville",Cape Town,-33.8439640000,18.6772170000,0,0,0
The Daily Coffee Café,Cafe,3.0,Average,5,R,200,3,Stellenbosch,Cape Town,-33.9776970000,18.8423860000,0,0,0
