name,cuisines,aggregate_rating,rating_text,votes,currency,average_cost_for_two,price_range,locality,city,latitude,longitude,has_online_delivery,is_delivering_now,has_table_booking
Sandwich Baron,Fast Food,2.6,Average,7,R,150,2,"The Square Shopping Centre, Sunninghill",Sandton,-26.0322870000,28.0631840000,0,0,0
Sausage Saloon,Fast Food,2.6,Average,9,R,100,2,"Clearwater Mall, Strubens Valley, Roodeport",Roodepoort,-26.1276674331,27.9033496231,0,0,0
Steers,"Fast Food, Burger",2.6,Average,6,R,180,2,"Montecasino, Fourways",Sandton,-26.0240000000,28.0120000000,0,0,0
Steers,"Fast Food, Burger",2.6,Average,7,R,180,2,"Greenstone Shopping Centre, Edenvale",East Rand,-26.1180320000,28.1410230000,0,0,0
Sandwich Baron,Fast Food,2.6,Average,4,R,150,2,Kempton Park,East Rand,-26.1321500000,28.2000250000,0,0,0
Kung-Fu Kitchen,"Chinese, Japanese, Sushi",2.7,Average,59,R,100,2,Parktown North,Johannesburg,-26.1441666667,28.0223333333,0,0,0
Burgerack,"Burger, American, Beverages, Desserts, Fast Food, Grill, Ice Cream",2.7,Average,24,R,180,2,Lyme Park,Sandton,-26.0806700000,28.0170960000,0,0,0
Debonairs Pizza,Pizza,2.7,Average,12,R,0,1,Braamfontein,Inner City,-26.1928333333,28.0368333333,0,0,0
Kung-Fu Kitchen,"Chinese, Japanese, Sushi",2.7,Average,24,R,100,2,Boksburg,East Rand,-26.1789620000,28.2613400000,0,0,0
Domino's Pizza,"Fast Food, Pizza",2.7,Average,24,R,150,2,"Green Valley Shopping Centre, Edenvale",East Rand,-26.1177790000,28.1559530000,0,0,0
Adega Express,"Portuguese, Pizza",2.7,Average,15,R,200,3,Woodmead,Sandton,-26.0491760000,28.0925680000,0,0,0
Casalotti's Pizza Rapido,"Pizza, Italian",2.7,Average,25,R,150,2,Rosebank,Johannesburg,-26.1510919504,28.0332761630,0,0,0
Popeyes,"Cafe, American",2.1,Poor,64,R,0,1,Sandown,Sandton,-26.1090020475,28.0528978311,0,0,0
News Cafe,Cafe,2.1,Poor,32,R,350,4,"Emperors Palace, Kempton Park",East Rand,-26.1456666667,28.2211666667,0,0,0
Fournos Bakery,"Cafe, Bakery",2.3,Poor,75,R,250,3,"Woodmead Retail Park, Woodmead, Sandton",Sandton,-26.0476666667,28.0916666667,0,0,0
Wiesenhof,"Cafe, Pizza",2.2,Poor,44,R,300,4,Muldersdrift,West Rand,-25.9348910000,27.9258190000,0,0,0
Yolo,Cafe,2.2,Poor,20,R,150,2,"OR Tambo International Airport, Kempton Park",East Rand,-26.1353333333,28.2313333333,0,0,0
Mugg & Bean,Cafe,2.3,Poor,80,R,300,4,"Rosebank Mall, Rosebank",Johannesburg,-26.1461666667,28.0421666667,0,0,0
The French Corner Bakery,Cafe,2.3,Poor,44,R,180,2,"Cramerview Village Shopping Centre, Bryanston",Sandton,-26.0740000000,28.0126666667,0,0,0
The Factory on Grant,"Cafe, Bakery, Desserts",2.4,Poor,42,R,290,3,Norwood,Johannesburg,-26.1578710000,28.0766600000,0,0,0
Food Lover's Café,"Cafe, Pizza",2.4,Poor,64,R,150,2,"Nicolway Shopping Centre, Bryanston",Sandton,-26.0523333333,28.0205000000,0,0,0
Seattle Coffee Co.,Cafe,2.4,Poor,29,R,150,2,"Montecasino, Fourways",Sandton,-26.0238333333,28.0120000000,0,0,0
Cappuccino's Cafe & Pizzeria,"Cafe, Italian, Fast Food, Pizza",2.5,Average,90,R,250,3,"Clearwater Mall, Strubens Valley, Roodeport",Roodepoort,-26.1282766878,27.9053549096,0,0,0
Milk Bar,Cafe,2.5,Average,49,R,140,2,Rosebank,Johannesburg,-26.1435420000,28.0364600000,0,0,0
Mugg & Bean,Cafe,2.5,Average,46,R,300,4,"Eastgate Shopping Centre, Bedford Gardens",East Rand,-26.1800000000,28.1165000000,0,0,0
The Harvard Cafe,Cafe,2.5,Average,40,R,280,3,Halfway Gardens,Midrand,-25.9869800000,28.1409510000,0,0,0
Crafters & Cravings,Cafe,2.5,Average,29,R,150,2,Linden,Randburg,-26.1401150000,27.9910440000,0,0,0
Rivers Cafe,"Cafe, American, Japanese",2.6,Average,24,R,300,4,"World Wear Centre, Northcliff",Johannesburg,-26.1190000000,27.9561666667,0,0,0
Woolworths Cafe,Cafe,2.5,Average,19,R,190,2,Benoni,East Rand,-26.1623160000,28.3042220000,0,0,0
Mugg & Bean,Cafe,2.5,Average,19,R,300,4,"Town Square, Weltevreden Park, Roodeport",Roodepoort,-26.1364030000,27.9174650000,0,0,0
Byte Cafe,"Cafe, Contemporary",2.5,Average,16,R,300,4,"OR Tambo International Airport, Kempton Park",East Rand,-26.1356080000,28.2387000000,0,0,0
Food Lover's Café,"Cafe, Pizza",2.5,Average,15,R,150,2,Norwood,Johannesburg,-26.1475000000,28.0791666667,0,0,0
Coffee Couture,Cafe,2.5,Average,8,R,200,3,Morningside,Sandton,-26.0946350000,28.0547170000,0,0,0
Fego Caffe,"Cafe, Italian, Contemporary",2.6,Average,85,R,180,2,"Montecasino, Fourways",Sandton,-26.0265000000,28.0100000000,0,0,0
Woolworths Cafe,Cafe,2.5,Average,50,R,190,2,"Morningside Shopping Centre, Morningside",Sandton,-26.0830670000,28.0601840000,0,0,0
The Bread Basket,"Cafe, Bakery",2.6,Average,48,R,180,2,"Morningside Shopping Centre, Morningside",Sandton,-26.0821666667,28.0605000000,0,0,0
News Cafe,Cafe,2.6,Average,61,R,350,4,"24 Central, Sandown",Sandton,-26.1009130000,28.0565100000,0,0,0
Chalkboard,Cafe,2.7,Average,44,R,250,3,"Maboneng Precinct, City & Suburban ",Inner City,-26.2037900000,28.0598650000,0,0,0
Mugg & Bean,Cafe,2.6,Average,40,R,300,4,"Clearwater Mall, Strubens Valley, Roodeport",Roodepoort,-26.1274103652,27.9058564827,0,0,0
Cafe Chicago,Cafe,2.6,Average,35,R,120,2,Meyersdal,Johannesburg South,-26.2871824541,28.1044851243,0,0,0
Europa,"Cafe, Pizza",2.6,Average,38,R,250,3,"Douglasdale Village Shopping Centre, Douglasdale",Sandton,-26.0402920000,27.9941810000,0,0,0
Mugg & Bean,Cafe,2.6,Average,42,R,300,4,"Carlswald Lifestyle Centre, Carlswald",Midrand,-259.0000000000,281.0000000000,0,0,0
Fego Caffe,Cafe,2.6,Average,28,R,180,2,"Woodmead Retail Park, Woodmead, Sandton",Sandton,-26.0505000000,28.0928333333,0,0,0
IT Corner,Cafe,2.6,Average,15,R,150,2,Melville,Johannesburg,-26.1740170000,28.0023090000,0,0,0
Boulevard Cafe,"Cafe, Pizza, Italian",2.6,Average,17,R,250,3,Illovo,Sandton,-26.1291666667,28.0476666667,0,0,0
Mugg & Bean,Cafe,2.6,Average,10,R,300,4,"Gold Reef City, Ormonde",Johannesburg South,-26.2354760000,28.0134740000,0,0,0
Fiddlewood's Restaurant,"Cafe, Pizza",2.6,Average,9,R,250,3,Bedfordview,East Rand,-26.1755510000,28.1353850000,0,0,0
Wild Bean Cafe,Cafe,2.6,Average,7,R,55,1,Sandown,Sandton,-26.0980000000,28.0591666667,0,0,0
Cafe Di Stefano,"Cafe, Mediterranean",2.6,Average,7,R,150,2,Edenvale,East Rand,-26.1408156715,28.1534941122,0,0,0
Cappuccino's Cafe & Pizzeria,"Cafe, Italian, Fast Food, Pizza",2.7,Average,125,R,250,3,"Greenstone Shopping Centre, Edenvale",East Rand,-26.1180320000,28.1410230000,0,0,0
Europa,"Cafe, Pizza",2.7,Average,72,R,250,3,Parkview,Johannesburg,-26.1601666667,28.0261666667,0,0,0
Mugg & Bean,Cafe,2.7,Average,58,R,300,4,"Killarney Mall, Killarney",Sandton,-26.1660000000,28.0548333333,0,0,0
Woolworths Cafe,Cafe,2.8,Average,50,R,190,2,"Melrose Arch, Melrose ",Sandton,-26.1315000000,28.0685000000,0,0,0
Caffe Fresco,Cafe,2.7,Average,39,R,200,3,"Benmore Gardens Shopping Centre, Benmore Gardens",Sandton,-26.0998190000,28.0494290000,0,0,0
Europa,"Cafe, Pizza",2.7,Average,47,R,250,3,"Killarney Mall, Killarney",Sandton,-26.1665000000,28.0535000000,0,0,0
Plantation Cafe,"Cafe, Pizza",2.7,Average,29,R,300,4,Halfway Gardens,Midrand,-25.9787410000,28.1203000000,0,0,0
Mugg & Bean,Cafe,2.7,Average,35,R,300,4,"The Glen Shopping Centre, Oakdene, Johannesburg South",Johannesburg South,-26.2671666667,28.0513333333,0,0,0
Mugg & Bean,Cafe,2.7,Average,35,R,300,4,"Boskruin Village Shopping Centre, Boskruin",Randburg,-260.0000000000,279.0000000000,0,0,0
Lattelicious,"Cafe, Sushi, Pizza",2.7,Average,25,R,150,2,"Eastgate Shopping Centre, Bedford Gardens",East Rand,-26.1803333333,28.1176666667,0,0,0
News Cafe,Cafe,2.7,Average,24,R,350,4,"Town Square, Weltevreden Park, Roodeport",Roodepoort,-26.1370000000,27.9181666667,0,0,0
Fournos Bakery,"Cafe, Bakery",2.7,Average,33,R,250,3,"Lifestyle Crossing, Wilgeheuwel",Roodepoort,-26.1143333333,27.8938333333,0,0,0
Arum Symphony Coffee Shop,Cafe,2.7,Average,16,R,250,3,Boksburg,East Rand,-26.2182200000,28.2377420000,0,0,0
Mugg & Bean Mall of The South,Cafe,2.7,Average,18,R,300,4,"Mall of the South, Meyersdal",Johannesburg South,-26.3156890000,28.0629280000,0,0,0
News Cafe,Cafe,2.7,Average,18,R,350,4,"Campus Square Shoppinng Center, Melville",Johannesburg,-26.1815000000,28.0036666667,0,0,0
NetCafe,Cafe,2.7,Average,8,R,120,2,Milpark,Inner City,-26.1800000000,28.0200000000,0,0,0
Le' Escobar,Cafe,2.7,Average,9,R,0,1,Bergbron,Johannesburg,0.0000000000,0.0000000000,0,0,0
Cafe Delicia,"Cafe, Portuguese",2.7,Average,10,R,150,2,Edenvale,East Rand,-26.1313551212,28.1786401570,0,0,0
Krunch - Sandown Valley Crescent,Cafe,2.7,Average,12,R,180,2,Sandown,Sandton,-26.1022150000,28.0496050000,0,0,0
Mugg & Bean,Cafe,2.7,Average,9,R,300,4,"Lakeside Mall, Benoni",East Rand,-26.1850000000,28.3146666667,0,0,0
Woolworths Cafe,Cafe,2.7,Average,9,R,190,2,Norwood Mall,Johannesburg,0.0000000000,0.0000000000,0,0,0
Woolworths Cafe,Cafe,2.8,Average,92,R,190,2,"Design Quarter, Fourways",Sandton,-26.0306666667,28.0111666667,0,0,0
Mugg & Bean,Cafe,2.8,Average,46,R,300,4,"Montecasino, Fourways",Sandton,-26.0240000000,28.0145000000,0,0,0
Doppio Zero,"Cafe, Italian, Bakery, Pizza",2.8,Average,42,R,300,4,Kyalami,Midrand,-25.9438580000,28.1058640000,0,0,0
Mugg & Bean,Cafe,2.8,Average,48,R,300,4,"Fourways Mall, Fourways",Sandton,-26.0200290000,28.0072670000,0,0,0
Woolworths Cafe,Cafe,2.8,Average,40,R,190,2,"Clearwater Mall, Strubens Valley, Roodeport",Roodepoort,-26.1269010440,27.9062856361,0,0,0
Caffe Finetsa,Cafe,2.8,Average,24,R,0,1,Strubens Valley,Roodepoort,-26.1281666667,27.9046666667,0,0,0
Oakes Brew House,Cafe,2.8,Average,12,R,200,3,Edenvale,East Rand,-26.0958300000,28.1587030000,0,0,0
Cafe Nes,Cafe,2.8,Average,14,R,150,2,"The Village Horizon Centre, Horizon View",Roodepoort,-26.1433620000,27.8689760000,0,0,0
Mugg & Bean,Cafe,2.8,Average,17,R,300,4,Panorama Shopping Centre ,Johannesburg South,-26.2964690000,28.0471020000,0,0,0
News Cafe,Cafe,2.8,Average,21,R,350,4,"Key Largo Shopping Centre, Boksburg",East Rand,-26.1778333333,28.2548333333,0,0,0
News Cafe,Cafe,2.8,Average,11,R,350,4,"Northview Shopping Centre, North Riding",Randburg,-26.0608250000,27.9541250000,0,0,0
Wiesenhof,"Cafe, Pizza",2.8,Average,8,R,300,4,Bryanston,Sandton,-26.0774810000,28.0123260000,0,0,0
News Cafe,Cafe,2.8,Average,9,R,350,4,"Maponya Mall, Klipspruit",Soweto,-26.2586206840,27.9017604142,0,0,0
Little OT's,Cafe,2.8,Average,11,R,150,2,Fontainbleau,Randburg,-26.1041850000,27.9763420000,0,0,0
Mugg & Bean,Cafe,2.8,Average,14,R,300,4,Parkhurst,Johannesburg,-26.1376666667,28.0085000000,0,0,0
La Vie Est Rose Cafe,Cafe,2.8,Average,7,R,100,2,Brackendowns,Johannesburg South,-26.3126040000,28.0961080000,0,0,0
Cafe Mirosta,Cafe,2.8,Average,9,R,150,2,"Northmead Square, Benoni",East Rand,-26.1630000000,28.3233333333,0,0,0
Fabled Foods,"Cafe, Desserts, Contemporary",2.8,Average,9,R,200,3,Morningside,Sandton,-26.0886140000,28.0807430000,0,0,0
Deli One,"Cafe, Deli",2.8,Average,7,R,250,3,Kempton Park,East Rand,-26.1348333333,28.2311666667,0,0,0
News Cafe,Cafe,2.9,Average,45,R,350,4,"The Zone, Rosebank, Sandton",Johannesburg,-26.1454070000,28.0434030000,0,0,0
The Rooftop Cafe ,"Cafe, Contemporary, Coffee and Tea, Continental, Desserts, European, Seafood, Sandwich",2.9,Average,42,R,0,1,Rosebank,Johannesburg,-26.1589570000,28.0467760000,0,0,0
State 5,"Cafe, American, Burger, Pizza, Street Food",2.9,Average,32,R,160,2,Fourways,Sandton,-26.0235450000,27.9953890000,0,0,0
News Cafe,Cafe,2.8,Average,21,R,350,4,"Newtown Junction, Newtown",Inner City,-26.2003650000,28.0311170000,0,0,0
Wiesenhof,"Cafe, Pizza",2.9,Average,25,R,300,4,"Linksfield Terrace, Linksfield",Johannesburg,-26.1486666667,28.1286666667,0,0,0
Caffe Espresso,"Cafe, Finger Food, Healthy Food, South African",2.9,Average,18,R,180,2,"Noordheuwel Shopping Centre, Krugersdorp",West Rand,-26.0899050000,27.8185766667,0,0,0
News Cafe,Cafe,2.9,Average,14,R,350,4,Ferndale,Randburg,-26.0929790000,27.9847460000,0,0,0
Woolworths Cafe,Cafe,2.9,Average,9,R,190,2,"Bedford Centre, Bedfordview",East Rand,-26.1882240000,28.1255100000,0,0,0
Woolworths Cafe,Cafe,2.9,Average,6,R,190,2,Wilgeheuwel,Roodepoort,-26.1100000000,27.8900000000,0,0,0
Fego Caffe,Cafe,2.9,Average,7,R,180,2,Krugersdorp,West Rand,-26.0608830000,27.8377020000,0,0,0
News Room,"Cafe, Pizza",2.9,Average,8,R,150,2,Parktown North,Johannesburg,-26.1450270000,28.0356640000,0,0,0
MelonRouge Eatery & Art,Cafe,2.9,Average,8,R,160,2,Magaliesburg,West Rand,-25.9507320000,27.5476810000,0,0,0
Cafe Flamingo,Cafe,2.9,Average,6,R,160,2,"Montecasino, Fourways",Sandton,-26.0242690000,28.0131870000,0,0,0
Wiesenhof,"Cafe, Pizza",2.9,Average,6,R,300,4,Benoni,East Rand,-26.1471660000,28.3523170000,0,0,0
Food Lover's Café,"Cafe, Pizza",2.9,Average,1,R,150,2,"Westgate Shopping Centre, Ontdekker",Roodepoort,-26.1396666667,27.8631666667,0,0,0
Willow Cafe,Cafe,2.9,Average,2,R,100,2,Craighall,Johannesburg,-26.1153333333,28.0223333333,0,0,0
A Choupana,"Cafe, Portuguese",3.0,Average,16,R,350,4,Brackendowns,Johannesburg South,-26.3122900000,28.0801800000,0,0,0
Mugg & Bean,Cafe,3.0,Average,28,R,300,4,"Woodbridge Square, Kempton Park",East Rand,-26.0795250000,28.2475570000,0,0,0
Cafe De La Roche,"Cafe, Burger, Bakery, Contemporary, Desserts, Grill, Italian, Pizza",3.1,Average,11,R,120,2,Honeydew,Roodepoort,-26.0819907787,27.9266948998,0,0,0
Kat's Cafe,Cafe,3.0,Average,8,R,200,3,"Park Meadows Shopping Center, Bedford Gardens",East Rand,-26.1835000000,28.1130380000,0,0,0
Vida E Caffe,Cafe,3.0,Average,8,R,150,2,Muldersdrift,West Rand,-25.9399360000,27.9244630000,0,0,0
Fego Caffe,Cafe,3.0,Average,7,R,180,2,Sandown,Sandton,-26.1009450000,28.0564860000,0,0,0
A Pinch of Thyme,Cafe,3.0,Average,4,R,150,2,Rosettenville,Johannesburg South,-26.2614110000,28.0312710000,0,0,0
News Cafe,Cafe,2.1,Poor,32,R,350,4,"Emperors Palace, Kempton Park",East Rand,-26.1456666667,28.2211666667,0,0,0
Rosetta's Bistro,"Asian, Mediterranean, Egyptian",2.2,Poor,35,R,400,4,"Emperors Palace, Kempton Park",East Rand,-26.1464458435,28.2231764364,0,0,0
Airport Craft Brewers,"Mediterranean, Seafood",2.4,Poor,60,R,300,4,"OR Tambo International Airport, Kempton Park",East Rand,-26.1367840000,28.2408030000,0,0,0
Hooters,American,2.5,Average,80,R,300,4,"Emperors Palace, Kempton Park",East Rand,-26.1456666667,28.2211666667,0,0,0
Bru's,"South African, Pizza, Burger",2.5,Average,18,R,250,3,"Carnival City, Brakpan",East Rand,-26.2583500000,28.3139060000,0,0,0
Hashtag Kitchen & Bar,Contemporary,2.6,Average,7,R,400,4,"The Colony Shopping Centre, Craighall",Johannesburg,0.0000000000,0.0000000000,0,0,0
Hard Rock Cafe,"American, Steak, Burger",2.7,Average,555,R,450,4,"Nelson Mandela Square, Sandown",Sandton,-26.1076666667,28.0543333333,0,0,0
Winesense,Mediterranean,2.7,Average,34,R,360,4,"Melrose Arch, Melrose ",Sandton,-26.1336666667,28.0681666667,0,0,0
Harleys Grill and Pub,"South African, Burger, Pizza",2.7,Average,6,R,0,1,Bedfordview,East Rand,-26.1805720262,28.1364485926,0,0,0
The Getty : Miami,Finger Food,2.8,Average,31,R,300,4,North Riding,Randburg,-26.0548370000,27.9643880000,0,0,0
Shikisha,Finger Food,2.8,Average,7,R,250,3,Newtown,Inner City,-26.2041666667,28.0335000000,0,0,0
Tsunami Beach Restaurant,"Fast Food, Latin American",2.8,Average,6,R,200,3,Benoni,East Rand,-26.1494080000,28.2997890000,0,0,0
JB's Corner,"Italian, American, Pizza, Burger, Desserts, Grill, Seafood",2.9,Average,95,R,0,1,"Clearwater Mall, Strubens Valley, Roodeport",Roodepoort,-26.1273947123,27.9044473171,0,0,0
Sankayi,Finger Food,2.9,Average,7,R,400,4,"90 Degrees On Rivonia, Rivonia",Sandton,-26.0710500000,28.0642000000,0,0,0
Rockabilly's Pool Hall,Pizza,2.9,Average,9,R,180,2,Edenvale,East Rand,-26.1254350000,28.1660730000,0,0,0
Las Vegas Tavern,"South African, African",2.9,Average,4,R,50,1,Newtown,Inner City,-26.2015000000,28.0371666667,0,0,0
Sports Cafe,Drinks Only,2.9,Average,1,R,100,2,Benoni,East Rand,-26.1934366667,28.3186366667,0,0,0
De Peak,South African,2.9,Average,4,R,150,2,Newtown,Inner City,-26.2018333333,28.0335000000,0,0,0
International Restaurant & Action Bar,"Beverages, Finger Food",2.9,Average,4,R,50,1,Newtown,Inner City,-26.2015140000,28.0351630000,0,0,0
Niche Lounge,"Finger Food, Beverages",3.0,Average,7,R,600,4,Rosebank,Johannesburg,-26.1459640000,28.0371150000,0,0,0
Ballbreakers Pool Bar,Finger Food,3.0,Average,4,R,180,2,Blackheath,Johannesburg,-26.1286050000,27.9698700000,0,0,0
Burg's Sports Bar,Finger Food,3.0,Average,2,R,200,3,"The Village Horizon Centre, Horizon View",Roodepoort,-26.1433620000,27.8689760000,0,0,0
All Stars Sports Bar,Drinks Only,3.0,Average,1,R,200,3,"Trinity Shopping Centre, Randpark Ridge",Randburg,-26.0919410000,27.9377020000,0,0,0
Chalk & Cue Sports Bar,Finger Food,3.0,Average,4,R,300,4,North Riding,Randburg,-26.0783200000,27.9460530000,0,0,0
The Lacuna Bar - The Maslow Hotel,"African, Finger Food",3.1,Average,37,R,200,3,"The Maslow Hotel, Sandown, Sandton",Sandton,-26.0992640000,28.0590750000,0,0,0
Colonial Restaurant,"Portuguese, Pizza",3.2,Average,22,R,400,4,Magaliesburg,West Rand,-25.9316640000,27.4674300000,0,0,0
Ballbreakers Pool Bar,Finger Food,3.0,Average,13,R,180,2,Fourways,Sandton,-26.0204410000,28.0137510000,0,0,0
Barnyard Theatre,"Grill, Pizza",3.1,Average,12,R,300,4,"Cresta Shopping Centre, Cresta",Randburg,-26.1286170000,27.9735840000,0,0,0
Grosky's Restaurant,"Seafood, Steak, American, Beverages, Burger, Desserts, Finger Food, Grill",3.1,Average,8,R,0,1,"Noordheuwel Shopping Centre, Krugersdorp",West Rand,-26.0899050000,27.8185766667,0,0,0
Pizza Del Forno,"Italian, Pizza",3.1,Average,11,R,350,4,Florida Glen,West Rand,-26.1646250000,27.9432620000,0,0,0
O Cantinho,Portuguese,3.1,Average,7,R,250,3,Germiston,East Rand,-26.2390570000,28.1758510000,0,0,0
Open at Eagle Canyon,"Contemporary, South African, Steak",3.1,Average,4,R,250,3,Honeydew,Roodepoort,-26.0863120000,27.9264190000,0,0,0
The Terrace-Cigar & Wine Bar- The Hyatt Regency,Drinks Only,3.1,Average,4,R,400,4,"Hyatt Regency, Rosebank, Johannesburg",Johannesburg,-26.1434510000,28.0434600000,0,0,0
Pool Gazebo Bar - Hilton Hotel,Cafe,3.2,Average,2,R,350,4,"Hilton Hotel, Sandown",Sandton,-26.1017470000,28.0595860000,0,0,0
Sphere Monk,"South African, Finger Food",3.2,Average,5,R,300,4,City and Suburban,Inner City,-26.2032300000,28.0603100000,0,0,0
Roving Bantu Kitchen,African,3.2,Average,8,R,250,3,Mayfair,Inner City,-26.1934340000,28.0009360000,0,0,0
Library Bar - African Pride Melrose Arch Hotel,"Contemporary, Grill",3.2,Average,8,R,400,4,"African Pride Hotel, Melrose Arch",Sandton,-26.1318090000,28.0679050000,0,0,0
Rhinos Pub And Grill,"Burger, Grill, Fast Food, Finger Food",3.2,Average,9,R,180,2,Wilropark,Roodepoort,-26.1232427159,27.8751579300,0,0,0
The Nine Barrels,"Finger Food, Belgian, Grill, Seafood, Steak, Tapas",3.2,Average,4,R,200,3,City and Suburban,Inner City,-26.2016190000,28.0589720000,0,0,0
Dakota Lee - Rockabilly Bar & Tattoo Studio,Drinks Only,3.2,Average,5,R,240,3,Morningside,Sandton,-26.0885690000,28.0835610000,0,0,0
Sundowners Pub,Drinks Only,3.1,Average,6,R,120,2,Mulbarton,Johannesburg South,-26.3086130000,28.0571330000,0,0,0
Nineteen69,"Pizza, Finger Food",3.3,Average,131,R,200,3,"Boskruin Village Shopping Centre, Boskruin",Randburg,-26.0867540000,27.9589590000,0,0,0
Chicago's Piano Bar,"American, Steak",3.3,Average,120,R,300,4,Randpark Ridge,Randburg,-26.0930990000,27.9392240000,0,0,0
Dingo's,"Finger Food, Burger, Grill",3.3,Average,18,R,380,4,"Lakefield Square, Lakefield",East Rand,-26.1785040000,28.2865170000,0,0,0
Republic of 94,"American, Pizza, Burger",3.3,Average,10,R,0,1,Braamfontein,Inner City,-26.1942700000,28.0368750000,0,0,0
Hi-Flyerz Aviation Bar & Restaurant,"Grill, Pizza, International",3.3,Average,9,R,220,3,Boksburg,East Rand,-26.1750250000,28.2483720000,0,0,0
Randlords,Contemporary,3.3,Average,11,R,0,1,Braamfontein,Inner City,-26.1938950000,28.0318470000,0,0,0
Ridgeway Racebar,"Grill, Pizza",3.4,Average,36,R,200,3,"Stoneridge Shopping Centre, Edenvale",East Rand,-26.1138270000,28.1436600000,0,0,0
Sir James Van Der Merwe,Finger Food,3.4,Average,22,R,180,2,"Katy's Palace Bar, Morningside",Sandton,-26.0888880000,28.0807320000,0,0,0
The Good Luck Bar,"African, Finger Food",3.4,Average,16,R,150,2,Ferreirastown,Inner City,-26.2071200000,28.0318200000,0,0,0
Poolside,"Contemporary, Beverages",3.4,Average,16,R,300,4,"Maboneng Precinct, City & Suburban ",Inner City,-26.2032700000,28.0597770000,0,0,0
Casa De Amigos,Portuguese,3.4,Average,17,R,350,4,Kempton Park,East Rand,-26.0827640000,28.2331580000,0,0,0
86 Public,Pizza,3.5,Good,89,R,300,4,Illovo,Sandton,-26.1305190000,28.0495440000,0,0,0
Murphy's Law Bar &  Grill,Grill,3.6,Good,62,R,600,4,North Riding,Randburg,-26.0541600209,27.9555628449,0,0,0
Thief Restaurant,Continental,3.3,Average,15,R,450,4,Parkmore,Sandton,0.0000000000,0.0000000000,0,0,0
Ratz Bar,"Mexican, Fast Food",3.5,Good,43,R,200,3,Melville,Johannesburg,-26.1761666667,28.0088333333,0,0,0
The Green Room at Pirates East,"Cafe, Continental, Bakery, Burger, Desserts, Finger Food, Italian, Pizza",3.5,Good,23,R,260,3,Greenside,Johannesburg,-26.1466040149,28.0162548646,0,0,0
The VIP Room,"Finger Food, Beverages",3.5,Good,17,R,750,4,"Michelangelo Towers Mall, Sandown",Sandton,-26.1063333333,28.0540000000,0,0,0
Beerhouse Fourways,European,3.6,Good,373,R,300,4,Fourways,Sandton,-26.0215857805,28.0136180086,0,0,0
Jo'Anna Melt Bar,"European, Beverages, Desserts, Finger Food",3.7,Good,81,R,150,2,Melville,Johannesburg,-26.1766800000,28.0085900000,0,0,0
The Deck @ Possums,European,3.6,Good,29,R,220,3,"Possums on Burnside, Craighall Park",Johannesburg,-26.1143090000,28.0225550000,0,0,0
Crafters Bar,Drinks Only,3.6,Good,29,R,200,3,Norwood,Johannesburg,-26.1578430000,28.0766750000,0,0,0
San Bar - Sandton Sun Hotel,"African, European",3.7,Good,178,R,450,4,"Sandton Sun Hotel, Sandown, Sandton",Sandton,-26.1071780000,28.0519040000,0,0,0
Island Bar at Southern Sun,Mediterranean,3.7,Good,57,R,250,3,Hyde Park,Sandton,-26.1244240000,28.0325710000,0,0,0
Great Dane,"Finger Food, South African, American",3.7,Good,89,R,0,1,Braamfontein,Inner City,-26.1943160000,28.0346710000,0,0,0
The Griffin,Contemporary,3.8,Good,378,R,350,4,Illovo,Sandton,-26.1346643392,28.0483273789,0,0,0
Olivias Coffee Bake,"Bakery, Cafe",3.9,Good,156,R,200,3,Northcliff,Johannesburg,-26.1443333333,27.9811666667,0,0,0
Six Bar and Restaurant,"South African, Italian, European",3.8,Good,108,R,200,3,Melville,Johannesburg,-26.1768333333,28.0086666667,0,0,0
Milk & Honey Bar,French,3.8,Good,44,R,500,4,"Montecasino, Fourways",Sandton,-26.0240000000,28.0145000000,0,0,0
Copper Bar,Drinks Only,3.8,Good,40,R,200,3,Bryanston,Sandton,-26.0616790000,28.0213210000,0,0,0
The Artisan,Cafe,3.9,Good,236,R,350,4,Greenside,Johannesburg,-26.1463333333,28.0091666667,0,0,0
Lenin's Vodka Bar,American,3.9,Good,58,R,180,2,"Maboneng Precinct, City & Suburban ",Inner City,-26.2035300000,28.0606440000,0,0,0
Mooteebar,"African, Finger Food",3.9,Good,23,R,250,3,Melville,Johannesburg,-26.1757544060,28.0084017220,0,0,0
Erawan Thai Restaurant and Bar,Thai,4.0,Very Good,256,R,300,4,"Riverside Shopping Center, Bryanston",Sandton,-26.0586360000,28.0468290000,0,0,0
EB Social Kitchen & Bar,"Contemporary, Tapas",4.0,Very Good,183,R,550,4,"Hyde Park Corner, Hyde Park",Sandton,-26.1252070000,28.0333130000,0,0,0
86 Public,Pizza,4.0,Very Good,191,R,300,4,Braamfontein,Inner City,-26.1941070000,28.0361310000,0,0,0
Nostimo by Mythos,"Greek, Pizza",4.0,Very Good,81,R,225,3,Woodmead,Sandton,-26.0137092788,28.0994251671,0,0,0
011 Dainfern by The Baron,"Finger Food, Burger, Beverages, Grill, Italian, Mediterranean, Seafood, Steak",4.1,Very Good,82,R,175,2,"Dainfern Square, Dainfern",Midrand,-25.9940100000,28.0138950000,0,0,0
The Landmark,"Finger Food, Pizza",4.0,Very Good,72,R,340,4,"Bryanston Shopping Centre, Bryanston",Sandton,-26.0755270000,28.0278250000,0,0,0
